LimitExceeded,StepsCount,CaloriesConsumed,RoadTravelTime,PhoneCallTime,MaximumTemprature,Age,Weight
Yes,4185,2075,4,3,23,41,79
No,6058,2070,1,4,40,33,68
No,5573,2694,1,3,35,42,84
No,4521,2318,3,2,42,41,88
No,4682,2259,3,4,18,38,80
No,5885,2113,3,2,19,33,90
No,7583,1783,4,3,26,36,81
No,5373,2469,4,2,33,42,63
No,7550,1789,3,4,13,41,70
No,5523,2293,3,3,28,48,76
No,4133,1961,4,3,37,48,83
No,5700,2878,3,4,44,49,59
No,8916,2381,2,4,39,53,72
No,6216,2641,4,3,25,37,77
No,6232,2224,3,4,42,44,71
No,6958,2435,4,4,25,42,72
No,6469,2567,3,3,25,39,87
No,7155,2748,4,4,27,38,72
No,8630,2575,3,3,30,29,67
No,5196,1976,4,2,9,49,65
No,5376,1965,3,2,28,35,73
No,5576,2136,4,3,11,40,74
No,6630,2988,5,3,26,47,63
No,6923,1989,3,4,31,42,76
Yes,2786,2514,3,3,14,34,91
No,3438,1829,3,2,36,41,94
No,7877,2162,3,3,38,39,84
No,4466,2184,2,2,17,40,96
Yes,4026,3057,3,4,24,38,68
Yes,4147,1932,3,3,14,47,91
No,5811,2245,3,4,29,37,76
No,6443,2095,2,2,25,45,99
No,5062,2323,3,3,27,42,69
No,7112,2036,2,4,33,49,70
No,6477,1990,2,4,19,34,73
No,6306,2060,2,3,28,46,82
No,5972,2547,5,2,22,41,77
No,5407,2023,1,2,20,30,80
No,6041,2129,5,2,23,40,55
Yes,4508,2805,5,3,13,34,78
No,5692,2673,2,4,15,32,60
Yes,3606,2547,2,4,8,41,86
No,7886,2485,3,3,20,28,74
No,5274,2083,3,3,20,37,65
No,7526,2734,3,4,11,44,60
No,8564,2148,4,4,32,34,68
No,7461,2226,1,4,18,40,71
No,6361,2657,1,3,34,28,93
No,6152,2365,3,3,27,37,61
No,7646,1960,3,3,62,42,76
No,7568,2128,2,3,18,36,66
No,3652,2123,3,3,22,42,60
No,4241,2157,4,4,21,37,63
No,5977,2375,4,3,29,43,68
No,5686,2521,4,3,40,33,82
No,5630,1990,3,1,12,43,44
Yes,3761,3182,2,4,24,47,75
No,6362,2131,5,3,15,41,71
No,5906,2054,3,2,20,45,67
No,7233,2456,4,3,42,39,83
No,5128,2287,2,3,38,38,79
No,4751,1894,3,3,34,42,71
No,6761,2465,3,2,30,40,67
No,6446,2222,2,4,9,40,66
No,5560,1740,2,3,20,42,79
No,5649,2232,2,3,18,46,64
Yes,4822,2684,5,3,25,34,90
No,5082,1840,2,4,38,32,69
No,4934,2425,2,3,14,33,52
No,6086,2365,3,2,50,38,95
No,6458,1806,4,3,33,36,72
No,5612,2414,4,3,13,39,86
No,7301,2010,1,2,27,41,68
No,4106,2335,4,4,25,43,81
No,3554,2629,4,2,25,44,67
No,6690,2087,3,3,24,46,79
No,5231,2405,5,3,39,39,60
No,4921,2142,1,4,33,42,69
No,7610,2226,3,4,10,35,70
No,5526,2338,3,3,29,28,65
No,5280,2192,3,2,14,44,91
No,6761,1934,3,3,25,37,82
No,6238,1928,3,2,40,43,82
No,6247,1828,3,3,29,38,69
No,7905,1936,3,4,28,39,82
No,5715,1855,4,4,17,34,77
No,7055,2484,4,4,35,54,56
No,2828,1529,2,3,20,36,88
No,6884,2258,3,3,25,45,66
No,6032,2445,2,3,22,30,67
No,9128,2652,4,3,44,37,68
No,7573,2193,2,4,18,29,73
Yes,4855,2159,4,4,15,45,75
No,6439,2627,3,3,35,44,80
Yes,4513,2027,3,2,7,40,76
No,8770,2410,3,3,11,43,60
No,5605,1864,4,2,43,40,73
No,6349,2061,4,4,32,50,85
No,7960,2308,2,3,18,36,101
No,6516,2317,5,4,34,45,73
No,5386,2342,1,3,31,50,66
No,6276,2649,1,2,4,39,79
No,2729,2653,3,3,39,47,76
No,7092,2587,3,2,31,40,66
Yes,5726,2600,2,5,13,45,78
No,4471,2237,1,4,22,49,74
Yes,2998,2554,2,3,26,38,87
No,5308,2221,3,2,16,43,71
No,5342,1954,4,4,32,31,75
No,5840,2223,6,3,27,44,77
No,7610,2275,3,3,17,40,93
Yes,2979,2138,3,3,9,35,76
No,7687,2328,2,2,30,40,83
No,7637,2815,2,3,30,36,74
No,6284,1950,3,3,33,31,75
No,5453,2121,3,2,19,42,70
No,4972,2388,3,3,36,38,54
No,7084,2535,2,4,26,49,75
No,7814,2371,4,3,19,39,73
No,5356,2491,3,5,16,46,49
Yes,6296,2417,2,4,14,45,100
No,7057,2307,3,4,15,49,72
No,5933,2308,3,3,45,44,73
No,5673,2268,4,3,44,39,70
No,7591,2461,2,2,25,42,66
No,8109,2280,3,4,24,40,62
No,6198,2216,4,3,34,37,81
No,4851,2041,2,3,30,41,86
No,4773,2580,3,5,39,41,70
No,5457,1993,2,3,14,48,82
No,7297,1852,2,3,35,32,72
No,6426,1644,4,4,32,29,59
No,5511,2149,2,1,35,45,72
Yes,5424,2548,3,3,23,47,73
No,6167,2306,3,3,10,42,72
No,5388,2435,3,4,33,47,49
No,3634,2353,1,2,27,36,78
No,7454,2225,4,3,29,39,90
No,5755,1900,1,4,40,39,69
No,3542,1668,3,4,24,37,57
No,4199,2489,2,3,18,46,81
No,4010,2653,1,2,45,37,70
No,4439,2119,2,4,26,37,84
No,5422,1951,4,2,52,37,75
Yes,3995,2680,4,3,15,37,72
No,5882,2496,3,4,31,50,78
No,3903,2617,3,4,35,37,76
Yes,3903,2153,4,4,21,41,93
No,7090,2553,4,2,33,40,80
No,5967,1782,1,3,32,40,72
No,5885,2274,2,2,29,39,94
No,5275,2085,4,3,21,39,75
No,6866,2177,3,4,23,40,68
No,5775,2463,4,4,28,46,83
No,7405,2452,3,3,28,32,63
No,4913,2031,3,1,20,47,58
No,7745,2643,3,4,36,46,56
No,6299,2525,3,3,18,44,70
No,5210,1816,3,3,19,41,74
No,5666,2567,5,2,43,37,66
Yes,2947,2440,4,4,10,48,78
No,6578,1912,2,4,20,46,67
No,6594,2422,4,4,28,37,71
No,7332,2105,3,3,13,38,79
No,6618,2179,4,3,32,46,86
No,4610,2050,2,3,7,36,68
No,6325,2364,3,3,21,36,78
No,5937,2150,3,2,23,39,84
No,6546,2817,3,3,13,32,72
Yes,3485,2877,3,3,14,33,82
Yes,4040,2770,3,3,25,45,84
No,8439,2055,3,2,24,43,69
No,3667,1877,4,3,31,41,79
No,7980,2571,4,3,17,37,63
No,5455,1875,3,3,27,31,97
No,5829,2428,2,2,22,47,75
Yes,2557,2654,3,4,3,38,66
No,7307,2119,3,3,37,40,86
No,5659,2612,3,3,44,40,76
No,7771,2580,3,2,30,40,71
Yes,5737,2994,3,3,18,39,77
No,5721,2720,3,3,15,38,73
No,5876,2561,2,2,35,39,70
No,9269,2153,3,3,16,48,74
No,7734,2272,3,3,22,43,77
Yes,4424,2538,3,4,22,38,52
No,6436,2935,4,3,23,38,77
No,6475,2529,4,3,27,38,77
No,2374,2390,4,3,36,44,66
No,8095,2867,3,3,28,34,82
No,6408,2014,4,3,33,45,84
No,4486,2281,1,2,18,37,80
No,8294,2882,2,3,19,44,60
No,5412,2205,1,2,30,39,69
No,4813,2514,4,3,20,37,64
No,5487,1867,3,3,34,43,60
No,7419,2047,4,4,13,45,87
No,6844,1967,3,4,31,40,70
No,5550,2374,2,3,28,39,88
No,4775,1897,2,2,42,34,70
No,7289,1888,2,3,25,42,69
No,5721,1648,2,3,28,43,66
No,3507,1432,2,3,17,32,73
No,5117,1935,4,2,25,40,85
Yes,5079,2055,2,4,8,47,57
No,6438,2337,4,3,33,37,45
No,4894,2265,4,2,33,42,79
No,8674,2593,3,2,20,35,83
No,6114,2621,3,4,21,40,76
No,4129,2786,3,3,22,37,82
No,4913,2345,3,5,28,42,78
No,6140,2649,4,4,21,41,67
No,4991,2579,4,3,15,44,86
No,5913,2693,5,3,36,41,84
No,4477,2786,4,2,42,49,78
No,6050,1977,4,4,24,52,81
No,8663,2324,3,4,33,43,79
Yes,5421,2600,3,3,9,38,81
No,6892,2599,0,2,28,47,75
No,5251,2544,2,2,17,41,76
No,8258,2002,2,3,24,42,72
No,3862,2021,3,1,23,41,82
Yes,6075,2893,3,3,10,33,72
No,6645,2589,3,4,21,45,72
No,6920,2420,3,3,24,49,73
Yes,5333,2321,5,3,6,29,76
Yes,3804,2565,4,3,12,41,73
No,4937,2338,3,2,31,43,86
No,4916,2178,2,3,18,39,71
No,5743,2624,4,4,32,43,61
Yes,2965,2381,3,3,23,40,76
No,5486,2410,2,4,38,44,70
No,6590,2331,3,3,9,38,62
No,5509,2541,4,2,35,45,72
No,5483,2791,3,3,23,36,54
No,5621,2513,3,3,17,32,76
No,6720,2098,3,4,47,33,67
No,8022,2198,3,5,37,39,73
No,5538,2479,4,3,30,35,70
No,5161,2331,4,3,25,35,69
No,5436,2188,4,3,38,44,62
No,6429,2447,2,2,20,42,80
No,5246,2058,2,3,11,48,63
No,1918,2380,4,3,30,40,68
No,8132,2103,4,3,23,40,59
No,3771,2098,3,3,48,39,64
No,8698,1933,1,3,36,46,78
No,6968,2304,1,3,7,39,73
No,8858,2163,1,4,37,42,61
No,5059,2602,4,3,34,29,67
No,4663,2235,5,3,41,45,68
No,5041,1694,2,2,28,34,76
No,2090,2675,3,2,23,48,77
No,7129,2754,3,4,35,41,85
No,6087,2326,4,3,22,46,72
Yes,6849,2592,2,4,11,48,81
No,5671,2071,3,3,29,49,88
No,6805,2442,5,2,18,41,62
No,7307,2665,5,3,42,35,60
No,6662,1999,2,4,29,37,64
No,6360,2534,4,3,19,39,72
No,6775,2129,4,4,27,42,71
Yes,3436,2420,3,3,17,45,62
No,7526,2759,3,2,21,37,71
No,8482,2098,4,3,18,41,67
No,6439,1835,4,3,20,44,65
No,5802,2292,4,3,35,46,81
No,5562,2070,4,2,37,41,86
No,4066,2146,5,2,30,35,79
No,6915,2048,4,3,30,39,81
No,6399,2273,3,4,29,32,79
No,5007,2626,3,3,37,38,63
No,6103,2497,2,3,14,40,67
Yes,3454,1873,4,3,15,41,56
Yes,4061,2320,3,3,15,42,68
No,5608,2297,2,3,37,36,66
No,5101,2363,2,4,35,43,90
No,3957,1913,3,3,34,41,86
No,5262,2622,5,3,35,27,82
No,6276,2081,4,4,19,46,78
No,10614,2323,1,4,19,46,81
No,8400,2754,3,3,31,37,65
No,3323,2592,4,3,38,36,76
No,5372,2766,2,4,34,40,87
No,5492,2539,3,4,31,42,96
No,4500,1802,3,4,22,36,77
No,7199,2183,2,3,33,40,73
No,6466,2335,3,3,37,36,86
No,5179,2503,3,4,44,33,80
No,6451,2190,3,4,24,43,70
No,6337,2075,2,3,44,46,77
No,6745,2419,3,3,18,39,68
No,6321,1827,4,2,21,32,68
No,6234,2501,2,3,26,28,63
No,6425,1584,2,4,25,42,77
No,5871,2286,4,1,29,40,89
No,6450,2321,3,2,40,44,86
No,5815,2077,2,3,26,42,83
No,4767,2448,4,2,15,36,80
No,6343,1710,2,3,1,37,81
No,6096,2599,2,3,28,37,58
Yes,5603,2574,2,2,8,45,86
No,8689,1901,1,3,25,35,89
Yes,5845,2833,4,4,28,45,80
No,8092,2075,2,3,32,43,62
No,6927,2205,5,2,36,41,73
No,4143,1729,2,2,11,38,58
No,7633,2149,2,3,15,37,71
No,5284,2508,2,3,37,39,68
No,5507,2029,3,3,22,35,75
No,7788,2150,2,2,27,45,69
No,7484,2420,4,3,33,45,59
No,5698,2824,2,3,26,31,76
No,7265,2465,4,4,43,39,66
No,6264,2647,4,5,39,41,78
No,7176,2501,5,4,42,38,88
No,5725,2249,3,2,32,42,66
No,6980,1917,3,4,17,31,82
No,6984,1927,3,4,24,32,68
No,5985,1833,4,4,44,32,87
No,5893,2476,1,3,32,33,83
Yes,5076,2069,3,3,-3,34,85
No,8321,2650,3,4,23,41,67
No,5592,2372,3,3,25,39,87
No,6649,2094,4,4,20,45,54
No,6459,2222,5,3,27,44,66
Yes,4788,2205,3,3,12,44,82
No,4578,1779,0,3,31,33,75
No,5227,2375,4,2,37,37,73
No,5444,2129,2,3,25,43,79
No,6613,1893,3,3,11,39,63
No,8500,2475,4,4,35,47,84
No,6213,2364,4,3,32,35,73
No,4284,2447,1,3,16,48,65
No,7300,2403,2,4,12,37,74
No,5080,2499,3,3,37,37,78
No,5028,1805,3,4,26,39,84
No,5503,2679,5,3,15,37,68
No,6790,2327,4,3,35,43,70
No,8904,2314,3,4,35,35,71
No,5466,2477,3,2,18,40,81
No,7072,2290,2,5,13,39,63
No,8857,2772,3,3,34,37,83
No,8376,2611,3,2,16,42,73
No,5843,2148,3,3,25,41,80
No,4891,2266,5,4,22,35,87
Yes,5141,2765,4,2,14,41,74
No,5476,2327,3,4,55,47,77
No,5179,2490,4,3,17,36,76
No,6433,2439,5,1,26,45,60
No,4645,2089,4,3,33,49,70
No,7626,2690,3,3,24,40,77
No,7248,2150,2,4,20,44,57
No,5735,2039,3,2,41,34,69
No,4939,2769,5,3,24,39,73
No,5963,2552,2,3,33,36,71
No,7147,2739,4,3,16,50,76
No,6762,2076,2,3,26,46,58
Yes,5511,1969,3,4,22,40,80
No,5673,2277,3,3,23,33,77
No,7197,2603,2,3,49,42,66
No,6281,2254,3,3,22,41,74
No,5619,1818,3,5,12,45,79
No,6022,2560,3,3,25,36,70
No,5136,2687,2,3,34,39,75
No,4335,2117,3,4,24,32,70
No,5433,2276,5,2,34,38,75
No,8440,2452,3,3,18,34,62
No,7854,2367,4,2,32,35,72
No,5072,2186,4,2,31,43,78
No,4067,2536,2,3,38,39,74
No,4464,2583,3,4,28,35,71
No,4086,2337,3,3,42,47,82
No,8272,1714,4,4,43,50,82
No,5737,2159,3,2,20,43,65
No,7404,2769,4,3,15,32,66
No,3168,1969,4,3,33,43,71
No,3503,2026,2,3,19,40,71
No,4149,1938,3,4,18,35,100
No,4829,2256,3,3,29,42,60
No,6570,2631,3,3,26,34,64
No,4893,2480,3,3,30,49,64
Yes,5659,2244,4,3,-3,45,78
No,4279,2831,2,3,30,51,65
Yes,5612,2097,2,3,6,33,91
No,6675,2051,4,3,21,40,71
No,7006,3009,3,3,16,38,82
No,8205,2270,3,3,38,36,78
No,7735,2473,4,3,38,46,60
No,4935,2594,4,3,37,42,98
No,4318,2262,4,2,31,41,76
Yes,5051,2125,4,3,10,38,82
No,7342,2930,1,4,31,37,66
No,4408,2228,3,4,29,43,82
No,7943,2776,3,4,16,42,64
No,7914,2752,2,2,32,34,86
No,6414,2292,2,4,28,47,66
No,7268,2310,3,4,28,46,85
No,5795,2376,4,3,15,48,72
No,3190,2585,4,3,41,46,74
No,7891,2004,2,4,32,38,70
No,5978,2457,2,3,40,47,80
No,7444,2305,2,3,31,40,82
No,5955,2546,3,3,22,42,67
No,8562,2318,2,2,22,45,64
Yes,5071,2375,2,4,17,33,70
No,7596,2300,4,2,42,37,84
No,7029,1899,2,3,32,41,70
No,7614,2381,2,3,22,36,73
No,9029,2682,2,3,15,42,71
No,4712,2395,3,3,28,31,76
No,6037,2369,4,3,27,44,80
No,7069,2310,3,2,16,44,73
Yes,4529,2228,4,3,19,43,84
No,5039,2418,4,3,50,44,75
No,5109,1869,3,3,18,31,65
No,7185,2348,3,3,34,30,71
No,3607,2285,3,2,22,32,76
No,5438,2306,5,3,21,41,84
No,4537,2286,4,3,19,41,80
Yes,3954,2935,3,3,34,43,73
Yes,4912,2705,4,2,23,44,89
No,6458,2388,3,4,29,38,82
No,7828,2085,5,2,24,39,76
No,6193,2335,2,4,6,33,75
No,5599,2604,3,4,17,37,83
No,4482,1860,3,4,27,41,74
No,7198,2011,5,3,29,41,56
No,7301,2772,3,2,48,39,68
No,5887,2242,3,2,29,40,68
No,7711,1972,2,4,41,36,68
No,6375,2321,2,3,27,36,69
No,4282,2359,3,3,25,43,65
No,4627,2107,5,2,46,47,76
No,5525,1827,2,2,4,48,66
No,4652,2300,2,2,27,38,76
No,6877,2748,2,3,2,45,94
No,4893,2149,1,4,25,40,89
No,4638,2226,4,3,26,45,75
No,3958,2163,3,2,26,39,71
No,7120,2176,3,4,22,44,74
No,6079,2121,3,2,29,47,81
Yes,6559,2746,3,4,12,43,84
No,6312,2033,3,3,17,33,85
No,7450,2227,4,2,27,40,81
No,5850,2541,4,4,24,45,85
No,6106,1887,1,3,35,41,75
No,7161,2660,4,3,39,40,61
No,7834,2365,3,2,9,40,82
No,5813,2441,2,3,23,40,80
No,4151,2330,2,3,28,37,64
No,4601,2226,3,3,42,34,57
No,5366,2065,4,3,27,37,59
No,6782,2917,3,2,32,46,69
No,6928,2685,0,2,17,36,66
No,3636,2002,2,3,32,41,87
No,6877,1947,5,5,27,39,71
No,8414,2352,3,3,28,38,73
No,2848,2268,2,3,28,47,69
No,3577,1888,4,3,25,33,86
No,4947,2695,3,3,26,40,88
No,4638,2298,2,2,12,42,66
Yes,5442,2807,3,3,22,49,72
No,4985,2100,2,3,15,38,47
No,7528,2530,4,4,27,44,60
No,6995,2324,3,4,31,37,67
No,6821,2282,2,3,16,53,63
No,5028,2834,4,2,26,27,87
No,5303,2450,2,4,35,34,86
Yes,5371,2152,4,3,11,43,79
No,6331,2101,3,4,18,36,68
No,6861,2482,3,3,41,36,64
No,2905,1903,4,2,34,42,93
No,6375,1866,3,3,17,51,75
No,7140,2467,2,3,16,40,83
No,7715,2068,3,3,21,53,67
No,5747,2284,2,3,15,45,74
No,7417,2405,2,3,36,40,73
No,8310,2101,3,3,30,49,82
No,4978,2412,2,2,24,46,71
No,5970,2272,3,3,12,29,90
No,4816,2193,2,2,23,39,72
Yes,5729,2539,2,3,10,47,57
No,4981,2568,4,4,16,42,72
No,5449,2649,3,3,40,41,87
No,4982,2064,3,3,33,42,74
No,7623,2155,3,2,24,42,65
No,6680,1604,2,4,27,41,90
No,5206,2610,2,3,35,49,78
No,6943,2333,5,3,38,43,73
No,5209,2705,1,2,21,36,67
No,5342,2654,2,4,44,41,71
No,6170,2088,2,4,39,39,70
No,5889,1962,2,2,9,42,58
No,4880,2499,2,3,30,40,79
Yes,3616,2596,4,3,15,40,69
Yes,3033,2475,3,2,12,47,72
No,6457,1989,4,3,11,43,69
No,4175,1941,3,3,17,33,60
Yes,3982,2760,3,4,24,36,80
Yes,5481,2566,5,3,31,54,99
No,5245,2669,3,2,6,41,74
No,5109,2217,2,3,37,40,82
No,4860,2232,3,2,24,50,58
No,5378,2315,4,4,44,31,80
No,6255,2243,2,3,33,38,85
No,5378,2200,1,3,21,36,75
No,4884,2039,1,4,26,39,69
No,6698,2676,3,3,24,39,58
No,7475,2203,3,4,14,39,71
No,3823,2190,3,3,35,42,71
No,5926,2511,3,3,42,39,93
No,4387,2333,3,3,28,44,72
Yes,4788,2564,4,4,21,44,79
No,7947,2657,3,4,28,28,51
No,7025,1912,1,3,24,36,73
No,5328,2185,3,5,33,35,89
No,5506,2363,2,3,12,43,73
Yes,2668,2368,2,2,22,46,84
No,6543,2442,3,2,30,40,65
No,6836,2173,3,5,29,34,79
No,5483,2070,5,3,27,39,89
No,6204,2770,3,2,47,37,92
No,6575,2713,4,2,24,44,67
No,4202,2377,3,3,17,36,63
No,10514,2168,4,3,16,37,75
No,7109,1632,1,4,44,38,81
No,6167,2011,4,3,33,48,70
No,8621,2536,1,4,25,34,61
No,7223,2254,3,3,18,37,72
No,7905,2475,2,4,18,28,54
No,6471,1866,3,1,36,40,73
No,6291,2554,3,3,7,41,82
No,6386,2430,3,2,17,36,75
No,5125,2324,2,4,28,33,93
No,7208,2458,2,4,36,36,66
No,6405,2636,3,2,39,39,80
No,7839,2216,4,4,31,40,69
No,4630,2082,3,1,42,41,87
No,7147,2463,4,3,28,44,79
No,5236,2422,5,4,18,33,85
No,7753,2164,3,3,15,40,83
No,3554,2135,3,3,24,31,81
No,5751,1786,3,2,24,38,63
No,5191,2452,3,2,28,32,74
No,5226,2363,3,4,31,40,82
No,4663,2042,3,2,36,39,60
No,5385,1906,2,4,25,26,78
No,5868,2215,-1,1,17,31,87
No,5370,2148,3,2,35,31,87
No,4092,2471,0,4,24,31,68
Yes,5927,2512,2,4,18,39,82
No,5652,2552,3,2,26,31,84
No,5307,2379,2,2,46,42,81
No,7479,1973,3,2,31,36,74
No,6671,2474,4,3,26,30,68
No,3773,1961,5,3,31,38,52
No,7895,2839,3,4,41,40,72
No,6839,2619,2,4,29,44,80
No,6536,2116,3,2,49,43,62
No,5143,1804,3,4,34,41,71
No,2281,2088,3,3,39,43,69
No,4559,2431,1,3,37,41,76
No,5416,2819,4,3,33,48,71
No,4707,2418,4,3,27,35,100
No,5511,2269,4,4,20,38,84
No,4890,2316,2,3,29,30,75
No,7039,2396,4,3,37,39,78
No,6589,2459,1,3,24,35,88
No,6363,2094,4,2,30,38,81
Yes,2718,2460,4,3,24,35,94
No,4310,1995,2,3,31,38,86
No,3705,1753,3,2,20,43,77
No,6215,2389,3,4,28,51,87
Yes,4802,2730,2,4,20,43,71
No,6209,2119,4,3,10,42,84
No,5475,1880,2,3,7,40,74
No,6647,2459,2,3,33,26,73
No,3734,2315,3,3,42,36,73
No,5956,2724,3,3,20,42,54
No,8931,2217,2,3,33,36,76
No,6573,2313,2,3,27,42,67
No,3509,2014,1,3,34,44,72
No,7784,2288,4,3,27,41,65
No,5653,1989,4,4,24,38,81
No,6998,2083,3,4,38,41,74
No,6603,2187,3,3,22,46,73
No,6791,1875,2,3,28,42,70
Yes,7122,2620,4,4,16,33,85
No,7642,2069,4,3,15,38,73
No,4523,1734,4,3,40,38,83
Yes,6499,2511,4,3,1,37,73
No,5315,2444,3,2,29,29,61
Yes,4008,2235,5,4,32,46,86
No,6617,2196,4,2,25,36,69
No,6558,2400,2,2,32,40,75
No,6197,2906,3,4,27,35,93
No,5711,2588,3,4,18,31,90
Yes,4671,2805,4,4,19,42,70
No,9172,2129,2,3,42,39,78
Yes,659,2094,3,3,41,47,78
No,6054,2540,2,3,20,33,75
No,8238,2456,4,4,28,43,94
No,5419,1945,1,4,28,49,74
No,4588,1978,2,2,28,37,97
No,4838,2337,3,2,10,42,66
No,4556,2260,3,3,34,42,64
No,6417,2417,4,2,21,36,74
No,7532,2320,2,3,35,38,73
No,5570,2381,4,3,29,48,71
No,9653,2070,2,3,38,35,73
No,7409,2856,2,3,40,38,100
No,7419,1938,3,2,37,38,90
No,7142,2459,4,3,22,35,88
No,7458,2345,4,3,12,37,96
No,5766,2233,4,4,31,44,67
No,6889,2698,3,3,26,48,91
No,3854,2285,3,4,21,30,55
No,5742,1889,3,3,39,42,72
No,5822,2662,4,2,41,39,67
No,5296,2248,2,3,35,42,81
No,6843,2089,4,3,34,40,96
No,5513,2829,2,2,18,42,83
No,5824,2339,4,2,16,37,74
No,5826,2178,2,3,31,36,83
No,6120,2539,2,2,16,45,77
No,5540,2166,4,3,36,29,78
Yes,5924,2799,4,2,18,44,87
No,4952,2313,5,3,34,43,65
No,7335,2049,4,4,41,45,69
No,6411,2794,4,2,33,41,72
No,7599,2369,2,4,31,33,92
No,5659,2988,3,3,35,40,70
No,8269,1874,2,3,25,44,81
Yes,5432,2324,4,4,4,44,77
No,6039,1979,2,3,25,39,74
No,6726,2596,3,3,26,38,62
No,3975,1998,2,3,41,39,67
Yes,5668,2994,5,3,15,38,86
No,8538,2103,4,5,25,33,77
No,5371,2240,5,3,23,42,60
Yes,2406,2749,3,3,20,39,60
No,6355,2222,3,3,24,40,65
No,7775,1649,2,4,33,46,78
No,6397,1787,1,3,28,36,81
No,5635,2212,2,4,24,38,70
No,6158,2327,4,3,35,33,94
No,5437,2845,2,3,38,37,71
No,5298,1836,3,4,32,50,57
No,7336,2717,3,3,36,39,84
No,5708,2079,1,3,23,45,81
No,7327,2898,3,4,25,32,85
Yes,6719,2562,3,3,11,35,82
No,5630,2228,1,2,24,35,87
No,8573,2256,2,2,17,50,66
No,4195,2482,1,3,20,30,90
No,7125,2523,4,2,30,37,79
No,6895,2233,4,3,38,37,74
No,5491,2200,1,3,25,36,78
No,6296,2105,3,5,30,37,68
No,4915,2380,2,4,35,40,86
No,8517,2964,3,3,24,46,61
No,6581,2666,5,2,20,36,93
No,5701,2427,3,3,8,37,63
No,8328,2216,3,4,20,46,85
No,6842,1593,4,4,31,42,77
No,5526,1759,5,3,33,40,68
Yes,4019,2383,2,4,27,41,82
No,4872,2311,2,2,22,41,73
No,7403,2579,2,3,32,43,62
No,6753,1947,4,3,33,45,80
No,5225,2437,2,3,18,28,68
No,6611,2339,4,3,20,33,86
No,6915,2302,3,3,43,42,80
Yes,5468,2314,4,4,14,41,79
No,5240,2148,2,3,20,41,67
No,5759,2388,2,2,18,40,76
No,6177,2214,3,3,47,35,76
Yes,5422,2248,4,4,12,41,71
No,7113,2035,2,2,52,43,63
No,4328,1828,3,3,27,42,80
Yes,3775,2546,3,3,30,42,88
No,8171,1839,2,3,18,43,59
No,4438,1714,4,4,40,33,73
No,6635,2181,2,4,29,39,60
No,5445,1832,4,2,23,40,72
No,7337,2588,3,2,20,38,58
No,7427,2056,1,4,12,39,60
No,7449,2231,4,3,21,45,79
No,4496,2088,2,3,25,48,94
No,8714,2080,4,3,29,43,73
No,6074,2074,5,3,30,35,64
No,6519,2018,3,3,26,41,75
No,3733,2316,3,2,30,44,82
No,8257,2491,4,2,25,38,65
No,5876,2492,4,3,26,37,69
No,5893,2335,4,2,27,32,76
No,6513,2256,2,3,29,44,86
No,5961,2375,5,5,25,33,67
No,4831,2924,3,3,28,40,59
No,4973,2886,3,2,37,39,66
No,5567,1832,3,5,13,34,80
No,6665,2079,3,4,23,40,78
No,6040,2267,3,2,32,35,75
No,6602,2334,3,3,35,35,84
No,8025,2004,4,3,24,32,75
No,7489,2366,4,3,39,41,69
No,5941,2218,3,3,34,40,74
No,6603,1597,2,3,23,36,69
No,7315,2528,3,3,39,45,62
No,9970,2330,5,3,28,36,83
Yes,3639,2514,0,3,8,34,92
No,3727,2355,6,3,35,35,67
No,6182,2758,2,3,35,30,73
Yes,3812,2864,2,4,11,33,73
No,4982,2373,4,3,36,37,94
No,7207,2344,3,4,27,41,61
No,7102,1994,3,4,12,27,66
No,7199,2400,5,4,34,42,75
No,5724,2773,2,3,39,38,75
No,3415,2440,3,2,31,43,65
No,6521,1816,2,2,20,47,72
No,4799,2428,1,3,40,45,75
No,6740,2696,4,3,20,29,72
No,8218,2622,3,4,19,41,67
No,7967,2626,2,3,19,39,73
Yes,5744,2649,2,2,-2,42,79
No,5399,2286,1,4,25,40,87
No,6344,2118,3,5,21,36,70
No,7058,2500,3,4,27,37,70
No,3415,2743,3,3,28,33,74
No,6413,2191,4,3,37,48,83
No,6503,2046,3,3,19,41,67
No,6097,2107,2,3,33,42,61
No,6283,2212,3,4,32,32,70
No,8962,2207,1,4,37,43,79
No,4004,2290,2,4,13,27,68
No,7277,2198,3,3,28,41,73
No,5202,2446,4,3,36,34,73
Yes,1608,2442,5,2,23,38,74
No,5444,2617,3,3,33,29,72
No,5494,1974,3,3,28,36,80
No,6919,2484,2,3,46,41,69
No,7014,2424,3,2,17,37,64
No,4995,2468,4,3,25,37,77
Yes,6145,3078,4,3,16,35,69
No,5865,2132,4,4,33,41,66
No,4108,2378,3,3,21,38,71
No,5949,2033,4,2,26,37,76
No,6437,2592,2,3,28,43,77
No,5961,1995,2,4,30,34,78
No,5345,2161,3,3,21,51,88
No,7113,2296,4,3,19,44,79
No,4581,1861,3,2,37,41,79
No,7348,2135,3,2,34,40,64
No,4969,1957,3,2,29,40,83
No,4067,1830,4,3,35,47,73
No,6782,2070,2,3,31,47,72
No,5137,1849,2,2,28,42,65
No,6346,1837,3,2,14,43,71
No,5144,2738,4,4,31,46,87
Yes,3418,2512,4,5,19,52,78
No,5034,2102,3,2,21,42,94
No,9372,2793,3,4,28,40,58
No,8608,2390,2,4,40,45,98
