"Output","minRadius","maxRadius"
"No",0.914,0.933
"No",0.927,0.973
"Yes",0.972,0.987
"Yes",0.971,0.916
"No",0.914,0.958
"Yes",0.992,0.913
"No",0.902,0.921
"No",0.929,0.94
"No",0.956,0.952
"No",0.952,0.99
"No",0.942,0.926
"Yes",0.973,0.915
"Yes",0.986,0.941
"No",0.902,0.923
"No",0.924,0.989
"No",0.909,0.963
"No",0.946,0.956
"No",0.936,0.939
"Yes",0.995,0.969
"No",0.952,0.94
"No",0.944,0.975
"Yes",0.985,0.98
"No",0.923,0.989
"No",0.934,0.944
"No",0.908,0.953
"No",0.923,0.902
"No",0.932,0.964
"Yes",0.974,0.925
"Yes",0.981,0.957
"Yes",0.978,0.956
"No",0.935,0.938
"Yes",0.989,0.911
"Yes",0.997,0.906
"No",0.96,0.902
"Yes",0.995,0.941
"No",0.907,0.94
"No",0.937,0.992
"No",0.959,0.928
"Yes",0.964,0.987
"Yes",0.966,0.978
"Yes",0.997,0.932
"Yes",0.999,0.976
"Yes",0.978,0.961
"No",0.932,0.96
"No",0.921,0.976
"Yes",0.965,0.96
"No",0.957,0.913
"Yes",0.983,0.995
"No",0.947,0.925
"Yes",0.972,0.93
"No",0.949,0.941
"Yes",0.974,0.947
"No",0.92,0.914
"No",0.903,0.987
"No",0.925,0.903
"No",0.936,0.934
"Yes",0.964,0.921
"Yes",0.99,0.901
"Yes",0.972,0.97
"Yes",0.963,0.906
"No",0.96,0.907
"No",0.926,0.978
"Yes",0.989,0.969
"No",0.957,0.914
"Yes",0.996,0.901
"Yes",0.976,0.912
"No",0.908,0.997
"No",0.922,0.935
"Yes",0.996,0.994
"Yes",0.993,0.911
"No",0.919,0.986
"No",0.92,0.95
"Yes",0.977,0.97
"Yes",0.966,0.985
"Yes",0.975,0.913
"No",0.913,0.957
"No",0.939,0.985
"Yes",0.998,0.948
"No",0.905,0.944
"No",0.951,0.9
"Yes",0.98,0.952
"Yes",0.97,0.997
"No",0.955,0.908
"Yes",0.999,0.916
"Yes",0.985,0.937
"No",0.949,0.982
"No",0.954,0.974
"Yes",0.975,0.985
"No",0.93,0.938
"No",0.919,0.971
"No",0.939,0.982
"No",0.901,0.976
"Yes",0.989,0.987
"Yes",0.969,0.933
"Yes",0.979,0.983
"Yes",0.969,0.915
"Yes",0.973,0.98
"No",0.949,0.922
"Yes",0.968,0.914
"Yes",0.972,0.989
"No",0.942,0.948
"Yes",0.974,0.969
"Yes",0.964,0.985
"Yes",0.977,0.904
"Yes",0.975,0.907
"Yes",0.992,0.937
"No",0.951,0.99
"No",0.956,0.912
"No",0.936,0.901
"No",0.942,0.918
"Yes",0.969,0.956
"Yes",0.987,0.935
"No",0.935,0.983
"No",0.911,0.931
"No",0.928,0.963
"Yes",0.997,0.979
"No",0.941,0.901
"No",0.944,0.988
"Yes",0.992,1
"No",0.913,0.935
"Yes",0.993,0.901
"No",0.92,0.996
"Yes",0.977,0.931
"Yes",1,0.944
"No",0.927,0.996
"No",0.956,0.905
"Yes",0.973,0.995
"No",0.948,0.925
"Yes",0.992,0.936
"Yes",0.97,0.947
"No",0.938,0.95
"Yes",0.968,0.989
"No",0.948,0.929
"No",0.92,0.978
"No",0.945,0.999
"No",0.952,0.911
"Yes",0.989,0.975
"No",0.925,0.911
"No",0.931,0.92
"Yes",1,0.916
"No",0.925,0.988
"No",0.955,0.909
"Yes",0.963,1
"No",0.919,0.936
"No",0.948,0.911
"No",0.915,0.918
"Yes",0.968,0.945
"Yes",0.985,0.918
"Yes",0.966,1
"No",0.944,0.939
"No",0.905,0.991
"No",0.957,0.901
"No",0.914,0.989
"No",0.909,0.937
"No",0.913,0.906
"No",0.928,1.001
"Yes",0.966,0.904
"Yes",0.98,0.974
"No",0.91,0.969
"No",0.948,0.977
"No",0.95,0.945
"No",0.954,0.927
"No",0.938,0.948
"Yes",0.966,0.904
"No",0.922,0.985
"No",0.96,0.945
"Yes",0.991,0.998
"No",0.951,0.976
"Yes",0.987,0.943
"Yes",0.987,0.972
"No",0.954,0.902
"Yes",0.978,0.998
"Yes",0.992,0.995
"No",0.925,0.948
"Yes",0.961,0.959
"No",0.919,0.952
"Yes",0.984,0.932
"No",0.957,0.941
"Yes",0.973,0.927
"Yes",0.962,0.995
"No",0.926,0.931
"No",0.939,0.987
"No",0.909,0.934
"Yes",0.98,0.98
"No",0.952,0.959
"No",0.939,0.981
"Yes",0.963,0.9
"Yes",0.961,0.92
"No",0.944,0.918
"No",0.916,0.947
"Yes",0.992,0.991
"Yes",0.992,0.959
"Yes",0.982,0.943
"No",0.93,0.909
"No",0.926,0.918
"Yes",0.999,0.921
"Yes",0.992,0.932
"Yes",0.979,0.94
"No",0.943,0.915
"No",0.913,0.957
"Yes",0.981,0.908
"Yes",0.972,0.901
"No",0.924,1
"Yes",0.984,0.977
"Yes",0.989,0.918
"No",0.955,0.981
"Yes",0.986,0.954
"Yes",0.994,0.975
"Yes",0.988,0.989
"No",0.914,0.955
"Yes",0.974,0.948
"Yes",0.98,0.99
"Yes",0.991,0.989
"Yes",0.979,0.948
"Yes",0.978,0.974
"No",0.943,0.921
"No",0.947,0.959
"No",0.901,0.936
"Yes",0.965,0.919
"No",0.95,1
"Yes",0.974,0.992
"Yes",0.976,0.997
"Yes",0.99,0.922
"No",0.929,0.971
"No",0.938,0.992
"Yes",1.001,0.946
"No",0.948,0.986
"Yes",0.979,0.946
"No",0.938,0.93
"No",0.911,0.96
"Yes",0.961,0.942
"No",0.957,0.965
"No",0.932,0.904
"No",0.911,0.941
"Yes",0.971,0.984
"No",0.921,0.969
"No",0.96,0.956
"Yes",0.973,0.962
"No",0.937,0.97
"Yes",0.964,0.931
"Yes",0.994,0.94
"No",0.936,0.964
"No",0.944,0.977
"Yes",0.991,0.987
"Yes",0.983,0.901
"Yes",0.98,0.948
"No",0.939,0.903
"No",0.906,0.912
"No",0.948,0.939
"Yes",0.993,0.941
"No",0.957,0.91
"Yes",0.99,0.936
"Yes",0.984,0.922
"Yes",0.995,0.966
"No",0.946,0.97
"No",0.931,0.996
"No",0.912,0.997
"No",0.94,0.928
"Yes",0.998,0.92
"No",0.948,0.953
"No",0.936,0.913
"No",0.904,0.929
"No",0.956,0.935
"No",0.946,0.995
"No",0.918,0.989
"Yes",0.964,1.001
"Yes",0.992,0.975
"No",0.945,0.928
"Yes",0.967,0.946
"No",0.934,0.923
"No",0.924,0.906
"No",0.913,0.921
"No",0.909,0.942
"No",0.939,0.946
"No",0.96,0.97
"Yes",0.966,0.958
"Yes",0.993,0.907
"No",0.928,0.958
"No",0.95,0.974
"No",0.923,0.921
"Yes",0.987,0.938
"Yes",0.989,0.91
"No",0.925,0.94
"Yes",0.984,0.996
"Yes",1.001,0.959
"No",0.952,0.969
"Yes",0.961,0.98
"Yes",0.965,0.999
"Yes",0.985,0.988
"Yes",0.966,0.995
"No",0.937,0.902
"No",0.952,0.981
"Yes",0.995,0.985
"No",0.916,0.991
"No",0.928,0.907
"No",0.904,0.977
"Yes",0.975,0.92
"Yes",0.996,0.993
"No",0.916,0.992
"No",0.936,0.952
"No",0.936,0.998
"No",0.952,0.908
"No",0.95,0.972
"Yes",0.979,0.958
"Yes",0.968,0.904
"No",0.945,0.998
"No",0.95,0.951
"No",0.917,0.958
"No",0.935,0.988
"No",0.912,0.955
"Yes",0.999,1.001
"No",0.906,0.918
"Yes",0.993,0.95
"No",0.94,0.987
"No",0.922,0.934
"Yes",0.984,0.997
"Yes",0.975,0.969
"Yes",0.983,0.933
"No",0.947,0.922
"Yes",0.982,0.997
"No",0.915,0.969
"Yes",0.981,0.951
"Yes",0.976,0.978
"Yes",0.963,0.965
"No",0.901,0.963
"No",0.925,0.995
"Yes",0.967,0.913
"No",0.949,0.978
"No",0.909,0.947
"No",0.951,0.92
"Yes",0.995,0.937
"Yes",0.966,0.95
"Yes",0.986,0.931
"No",0.943,0.944
"Yes",0.964,0.961
"No",0.945,0.947
"Yes",0.961,0.934
"No",0.949,0.973
"No",0.912,0.968
"Yes",0.964,0.9
"No",0.936,0.95
"No",0.906,0.963
"No",0.96,0.937
"No",0.928,0.937
"No",0.959,0.993
"No",0.924,0.932
"No",0.936,0.973
"Yes",0.997,0.948
"Yes",0.988,0.969
"No",0.904,0.959
"Yes",0.984,0.971
"No",0.931,0.972
"No",0.904,0.939
"No",0.946,0.905
"No",0.95,0.911
"No",0.904,0.954
"No",0.924,0.903
"Yes",0.994,0.905
"No",0.948,0.934
"No",0.94,0.922
"No",0.91,0.986
"Yes",0.972,0.944
"No",0.95,0.924
"No",0.933,0.921
"No",0.922,0.992
"Yes",0.994,0.938
"Yes",0.965,0.936
"No",0.909,0.963
"No",0.936,0.978
"No",0.955,0.94
"No",0.945,0.979
"Yes",0.964,0.923
"No",0.904,0.958
"No",0.902,0.969
"No",0.916,0.99
"Yes",0.963,0.95
"No",0.941,0.96
"Yes",0.979,0.972
"Yes",0.986,0.981
"No",0.936,0.921
"No",0.904,0.965
"Yes",0.988,0.983
"No",0.934,0.905
"No",0.917,0.952
"Yes",0.997,0.978
"Yes",0.965,0.972
"No",0.906,0.902
"No",0.916,0.943
"Yes",0.974,0.902
"Yes",0.981,0.901
"No",0.918,0.965
"Yes",0.985,0.947
"Yes",0.978,0.991
"No",0.913,0.952
"No",0.943,0.999
"No",0.912,0.955
"No",0.911,0.956
"No",0.926,0.956
"Yes",0.962,0.9
"No",0.939,0.906
"No",0.938,0.916
"No",0.942,0.974
"No",0.94,0.951
"No",0.902,0.953
"No",0.903,0.976
"No",0.922,0.935
"No",0.959,0.94
"No",0.904,0.967
"Yes",0.987,0.959
"No",0.942,0.921
"Yes",0.967,0.93
"No",0.959,0.937
"Yes",0.993,0.966
"No",0.923,0.941
"No",0.942,0.985
"No",0.951,0.976
"No",0.944,0.908
"No",0.9,0.99
"No",0.958,0.935
"No",0.952,0.937
"Yes",0.961,0.904
"Yes",0.999,0.991
"Yes",0.969,0.953
"Yes",0.997,0.931
"No",0.931,0.908
"No",0.929,0.953
"No",0.909,0.999
"No",0.932,0.997
"No",0.934,0.917
"No",0.919,0.98
"Yes",0.966,0.993
"Yes",0.991,0.949
"Yes",0.969,0.924
"No",0.908,0.95
"Yes",0.992,0.935
"Yes",0.977,0.953
"No",0.928,0.976
"Yes",0.962,0.914
"No",0.915,0.975
"No",0.906,0.99
"No",0.915,0.905
"Yes",0.987,1
"No",0.927,0.983
"Yes",0.991,0.967
"No",0.936,0.972
"No",0.926,0.927
"No",0.937,0.988
"No",0.901,0.962
"Yes",1,0.912
"No",0.92,0.969
"No",0.932,0.994
"No",0.908,0.954
"No",0.912,0.989
"No",0.915,0.979
"No",0.909,0.947
"Yes",0.965,0.96
"Yes",0.971,0.921
"No",0.921,0.976
"No",0.929,0.928
"Yes",0.967,0.901
"No",0.922,0.937
"Yes",0.986,0.922
"No",0.915,0.971
"No",0.96,0.963
"No",0.934,0.985
"No",0.915,0.954
"Yes",0.968,0.965
"No",0.915,0.942
"Yes",0.991,0.991
"Yes",0.984,0.906
"No",0.934,0.905
"Yes",0.992,0.984
"No",0.912,0.984
"No",0.96,0.977
"No",0.93,0.935
"No",0.911,0.902
"No",0.936,1.001
"Yes",0.975,0.994
"No",0.933,0.936
"No",0.947,0.983
"No",0.956,0.994
"No",0.927,0.971
"Yes",0.994,0.953
"Yes",0.974,0.919
"No",0.92,0.976
"No",0.945,0.982
"No",0.901,0.942
"Yes",0.986,0.96
"No",0.918,0.985
"Yes",0.991,0.915
"Yes",0.996,0.956
"Yes",0.989,0.918
"No",0.915,0.984
"No",0.939,0.986
"No",0.919,0.958
"No",0.947,0.917
"No",0.935,0.934
"No",0.934,0.972
"No",0.927,0.947
"Yes",0.979,0.973
"Yes",0.973,0.919
"No",0.914,0.937
"No",0.912,0.911
"Yes",0.961,0.926
"No",0.959,0.973
"No",0.945,0.914
"No",0.901,0.958
"No",0.955,0.942
"No",0.915,0.991
"No",0.959,0.968
"Yes",0.964,0.98
"Yes",0.968,0.952
"Yes",0.977,0.936
"No",0.916,1
"No",0.912,0.937
"Yes",0.981,0.991
"Yes",0.983,0.967
"No",0.919,0.994
"No",0.944,0.935
"No",0.927,0.917
"No",0.914,0.98
"No",0.923,0.975
"No",0.902,0.993
"Yes",0.999,0.931
"No",0.919,0.925
"No",0.908,0.902
"No",0.94,0.961
"No",0.953,1
"Yes",0.975,0.995
"Yes",0.965,0.904
"No",0.91,0.935
"Yes",0.992,0.906
"Yes",0.995,0.905
"No",0.912,0.923
"Yes",0.974,0.929
"No",0.958,0.92
"No",0.91,0.984
"No",0.959,0.94
"No",0.959,0.979
"Yes",0.963,0.961
"No",0.913,0.925
"No",0.953,0.911
"Yes",0.982,0.985
"No",0.908,0.948
"Yes",0.968,0.903
"No",0.912,0.916
"Yes",0.99,0.973
"No",0.933,0.921
"Yes",0.971,0.935
"Yes",0.996,0.964
"Yes",0.997,0.904
"No",0.958,0.993
"No",0.953,0.991
"No",0.913,0.932
"Yes",0.996,0.921
"No",0.949,0.912
"Yes",0.964,0.931
"No",0.913,0.958
"No",0.946,0.97
"No",0.942,0.933
"Yes",0.979,0.938
"No",0.943,0.902
"Yes",0.966,0.915
"No",0.94,0.99
"Yes",0.981,0.984
"Yes",0.981,0.924
"No",0.954,0.954
"No",0.905,0.941
"Yes",0.999,0.964
"Yes",0.985,0.917
"No",0.901,0.957
"No",0.912,0.979
"No",0.909,0.965
"No",0.923,0.917
"Yes",0.991,0.967
"No",0.923,0.994
"Yes",0.981,0.921
"Yes",0.989,0.982
"Yes",0.968,0.947
"No",0.945,0.995
"No",0.953,0.924
"No",0.945,0.982
"Yes",0.988,0.952
"No",0.933,0.941
"Yes",0.964,0.957
"Yes",0.963,0.948
"Yes",0.982,0.92
"No",0.908,0.946
"Yes",0.961,0.941
"No",0.927,0.931
"No",0.921,0.962
"Yes",0.978,0.953
"No",0.935,0.955
"No",0.942,0.956
"No",0.944,0.935
"No",0.921,0.903
"No",0.951,0.98
"No",0.946,0.922
"No",0.947,0.923
"Yes",0.977,0.976
"No",0.917,0.984
"Yes",0.976,0.953
"Yes",0.994,0.985
"No",0.917,0.908
"No",0.917,0.978
"No",0.924,0.906
"No",0.916,0.978
"No",0.919,0.914
"No",0.912,0.978
"No",0.902,0.952
"Yes",0.972,0.985
"Yes",0.983,0.981
"No",0.932,0.907
"Yes",0.968,0.924
"No",0.928,0.924
"No",0.954,0.986
"No",0.907,0.993
"No",0.93,0.943
"No",0.957,0.916
"Yes",0.971,0.983
"No",0.953,0.971
"Yes",0.996,0.933
"No",0.938,0.937
"No",0.929,0.963
"No",0.929,0.94
"Yes",0.996,0.908
"No",0.928,0.985
"No",0.912,0.956
"No",0.904,0.983
"Yes",0.963,0.993
"No",0.909,0.946
"No",0.951,0.987
"No",0.907,0.981
"Yes",0.985,0.948
"No",0.94,0.936
"No",0.934,0.993
"No",0.912,0.94
"No",0.928,0.997
"No",0.921,0.901
"Yes",0.981,0.912
"Yes",0.986,0.964
"No",0.936,0.919
"Yes",0.979,0.908
"No",0.919,0.984
"No",0.937,0.94
"No",0.913,0.962
"Yes",1,0.988
"No",0.911,0.941
"No",0.954,0.913
"No",0.931,0.98
"No",0.917,0.966
"No",0.921,0.972
"No",0.957,0.972
"No",0.934,0.966
"No",0.902,0.982
"No",0.946,0.907
"No",0.956,0.948
"No",0.944,1
"No",0.945,0.958
"No",0.906,0.909
"No",0.934,0.929
"No",0.949,0.955
"Yes",0.984,0.917
"No",0.921,0.942
"No",0.943,0.993
"No",0.93,0.98
"Yes",0.993,0.943
"Yes",0.976,0.921
"No",0.925,0.9
"No",0.912,0.985
"Yes",0.966,0.955
"Yes",0.979,0.904
"No",0.948,0.966
"No",0.947,0.948
"Yes",0.973,0.99
"Yes",0.973,0.942
"Yes",0.965,0.938
"Yes",0.967,0.96
"No",0.951,0.993
"Yes",0.962,0.969
"No",0.903,0.978
"No",0.949,0.949
"No",0.941,0.931
"Yes",0.972,0.961
"Yes",0.999,0.941
"Yes",0.967,0.925
"Yes",0.976,0.949
"No",0.906,0.973
"Yes",0.962,0.948
"Yes",0.999,0.974
"No",0.922,0.99
"No",0.92,0.974
"No",0.925,0.919
"No",0.959,0.933
"No",0.923,0.901
"Yes",0.99,0.934
"Yes",0.981,0.953
"Yes",0.983,0.913
"Yes",0.961,0.992
"No",0.931,0.92
"Yes",0.975,0.99
"No",0.932,0.975
"No",0.922,1
"Yes",0.973,0.979
"No",0.931,0.968
"Yes",0.964,0.954
"Yes",0.98,0.973
"No",0.949,0.99
"Yes",1,0.92
"Yes",0.966,0.902
"Yes",0.997,0.977
"No",0.913,0.93
"Yes",0.974,0.901
"Yes",0.99,0.957
"Yes",0.972,0.991
"Yes",0.992,0.943
"No",0.939,0.962
"No",0.959,0.994
"No",0.901,0.958
"No",0.927,0.985
"No",0.935,0.924
"No",0.948,0.989
"No",0.914,0.944
"No",0.913,0.926
"No",0.925,0.905
"Yes",0.999,0.912
"Yes",0.981,0.972
"No",0.932,0.966
"Yes",0.981,0.974
"No",0.911,0.931
"No",0.954,0.989
"Yes",0.968,0.948
"No",0.933,0.983
"Yes",0.961,0.997
"Yes",0.993,0.952
"No",0.935,0.997
"No",0.907,0.936
"No",0.959,0.998
"Yes",0.97,0.956
"No",0.956,0.969
"Yes",0.972,0.92
"Yes",0.995,0.985
"No",0.952,0.979
"Yes",0.964,0.999
"No",0.907,0.989
"Yes",0.965,0.951
"Yes",0.989,0.987
"No",0.938,0.989
"Yes",0.965,0.943
"Yes",0.999,0.962
"No",0.929,0.98
"Yes",0.997,0.964
"Yes",0.963,0.985
"No",0.919,0.97
"Yes",0.974,0.972
"No",0.905,0.989
"No",0.91,0.918
"No",0.925,0.909
"No",0.948,0.975
"No",0.913,0.913
"No",0.922,0.927
"No",0.9,0.986
"No",0.928,0.935
"No",0.918,0.963
"No",0.948,0.971
"No",0.911,0.914
"No",0.923,0.901
"No",0.904,0.982
"No",0.955,0.925
"No",0.924,0.916
"No",0.922,0.902
"No",0.958,0.996
"No",0.903,0.997
"Yes",0.981,0.994
"No",0.909,0.979
"Yes",0.962,0.925
"No",0.938,0.924
"Yes",0.987,0.944
"Yes",0.993,0.94
"Yes",0.985,0.963
"No",0.94,0.955
"No",0.955,0.931
"No",0.933,0.93
"Yes",0.965,0.992
"No",0.941,0.908
"No",0.902,0.921
"No",0.935,0.951
"Yes",0.999,0.964
"No",0.945,0.943
"Yes",1,0.949
"No",0.906,0.94
"Yes",0.976,0.918
"Yes",0.997,0.953
"Yes",0.976,0.964
"Yes",0.995,0.935
"Yes",0.988,0.965
"Yes",0.971,0.952
"No",0.929,0.965
"Yes",0.977,0.982
"Yes",0.988,0.961
"No",0.905,0.97
"Yes",0.975,0.97
"Yes",0.966,0.921
"No",0.946,0.954
"No",0.903,0.956
"No",0.945,0.97
"Yes",0.98,0.968
"Yes",0.986,0.941
"Yes",0.997,0.911
"Yes",0.995,0.929
"No",0.929,0.903
"No",0.96,0.958
"No",0.937,0.94
"No",0.933,0.958
"No",0.947,0.985
"No",0.95,0.953
"Yes",0.978,0.935
"No",0.906,0.901
"No",0.933,0.919
"No",0.925,0.935
"No",0.931,0.92
"No",0.933,0.963
"Yes",0.965,0.915
"No",0.937,0.906
"No",0.939,0.982
"No",0.956,0.91
"No",0.955,0.972
"No",0.904,0.939
"Yes",0.984,0.961
"Yes",0.974,0.916
"Yes",0.962,0.913
"Yes",0.971,0.914
"No",0.912,0.94
"No",0.956,0.968
"No",0.955,0.908
"No",0.922,0.952
"No",0.916,0.961
"Yes",0.966,0.999
"No",0.943,0.975
"No",0.934,0.919
"Yes",0.985,0.914
"Yes",0.965,0.996
"No",0.928,0.958
"No",0.924,0.995
"No",0.908,0.905
"No",0.934,0.978
"No",0.912,0.969
"Yes",0.987,0.908
"No",0.951,0.91
"No",0.919,0.917
"No",0.939,0.937
"No",0.918,0.951
"No",0.94,0.997
"Yes",0.98,0.977
"No",0.952,0.9
"No",0.954,0.947
"Yes",0.983,0.988
"No",0.916,0.972
"No",0.958,0.949
"No",0.914,0.915
"No",0.931,0.99
"Yes",0.981,0.923
"No",0.932,0.913
"No",0.923,0.939
"Yes",0.966,0.987
"No",0.922,0.95
"No",0.95,0.985
"Yes",0.977,0.95
"No",0.95,0.915
"No",0.905,0.958
"Yes",1,0.995
"Yes",0.999,0.91
"No",0.927,0.93
"No",0.917,0.922
"Yes",0.976,0.902
"Yes",0.987,0.921
"No",0.909,0.92
"No",0.918,0.928
"Yes",0.975,1
"Yes",0.963,0.901
"Yes",0.988,0.993
"Yes",0.979,0.918
"No",0.905,0.97
"Yes",0.987,0.949
"Yes",0.962,0.941
"No",0.915,0.917
"Yes",0.998,0.948
"No",0.952,0.943
"No",0.949,0.993
"No",0.922,0.937
"Yes",0.989,0.978
"No",0.95,0.919
"No",0.938,0.901
"No",0.919,0.961
"Yes",0.972,0.999
"No",0.94,0.971
"Yes",0.998,0.982
"Yes",0.964,0.981
"No",0.916,0.991
"No",0.929,1
"Yes",0.989,0.965
"No",0.937,0.908
"No",0.932,0.936
"Yes",0.993,0.95
"No",0.9,0.993
"No",0.934,0.987
"Yes",0.982,0.917
"Yes",0.99,0.97
"Yes",0.978,0.997
"No",0.919,0.979
"No",0.91,0.926
"No",0.958,0.979
"No",0.944,0.908
"No",0.957,0.904
"No",0.911,0.999
"No",0.91,0.973
"No",0.901,0.954
"No",0.91,0.983
"No",0.945,0.993
"No",0.903,0.974
"Yes",0.975,0.976
"Yes",0.982,0.932
"Yes",0.989,0.998
"Yes",0.994,0.964
"No",0.93,0.937
"Yes",0.961,0.99
"Yes",0.994,0.918
"No",0.96,0.97
"Yes",0.978,0.948
"No",0.956,0.957
"No",0.912,0.926
"No",0.915,0.928
"No",0.927,0.943
"Yes",0.961,0.98
"No",0.931,0.946
"No",0.925,0.928
"No",0.918,0.929
"Yes",0.961,0.987
"No",0.914,0.996
"Yes",0.988,0.955
"Yes",0.991,0.988
"No",0.947,0.993
"No",0.904,0.922
"No",0.943,0.927
"No",0.923,0.965
"No",0.942,0.951
"No",0.947,0.949
"Yes",0.988,0.974
"Yes",0.99,0.931
"No",0.914,0.938
"No",0.926,0.977
"No",0.906,0.974
"No",0.956,0.968
"No",0.908,0.94
"Yes",0.979,0.926
"No",0.95,0.981
"No",0.935,0.994
"No",0.926,0.93
"No",0.922,0.961
"No",0.941,0.938
"No",0.939,0.982
"Yes",0.994,0.969
"Yes",0.992,0.906
"No",0.952,0.97
"Yes",0.975,0.902
"Yes",0.97,0.98
"Yes",0.963,0.984
"Yes",0.984,0.91
"No",0.947,0.989
"No",0.955,0.918
"No",0.916,0.933
"Yes",0.963,0.942
"Yes",0.962,0.93
"No",0.955,0.942
"Yes",0.961,0.973
"No",0.914,0.94
"Yes",0.992,0.926
"Yes",0.985,0.936
"Yes",0.989,0.978
"No",0.94,0.946
"Yes",0.985,0.96
"Yes",0.989,0.977
"Yes",0.979,0.977
"Yes",0.964,0.93
"No",0.934,0.995
"No",0.934,0.964
"No",0.929,0.987
"No",0.935,0.908
"Yes",0.99,0.994
"Yes",0.979,0.929
"No",0.939,0.989
"Yes",0.99,0.974
"Yes",0.984,0.96
"No",0.907,0.935
"No",0.945,0.982
"Yes",0.997,0.95
"No",0.954,0.908
"Yes",0.966,0.901
"No",0.915,0.979
"No",0.911,0.948
"No",0.917,0.989
"No",0.931,0.949
"Yes",0.988,0.919
"No",0.933,0.963
"No",0.911,0.991
"No",0.921,1
"No",0.954,0.938
"No",0.916,0.975
"No",0.951,0.983
"Yes",0.994,0.987
"No",0.94,0.996
"Yes",0.989,0.921
"Yes",0.996,0.93
"Yes",0.976,0.967
"No",0.954,0.919
"No",0.958,0.941
"Yes",0.999,0.936
"Yes",0.997,0.985
"No",0.932,0.941
"No",0.926,0.94
"No",0.958,0.941
"Yes",0.981,1
"No",0.937,0.928
"No",0.913,0.92
"Yes",0.983,0.967
"Yes",0.975,0.979
"No",0.94,0.985
"Yes",0.968,0.948
"No",0.905,0.966
"Yes",0.978,0.976
"No",0.918,0.962
"No",0.933,0.957
"Yes",0.965,0.996
"No",0.951,0.904
"No",0.921,0.936
"No",0.95,0.919
"Yes",0.974,0.994
"No",0.943,0.939
"No",0.933,0.994
"Yes",1.001,0.998
"No",0.92,0.906
"Yes",1,0.943
"No",0.904,0.908
"No",0.938,0.986
"No",0.952,0.955
"Yes",0.971,0.955
"Yes",0.979,0.918
"No",0.915,0.959
"No",0.935,0.995
"No",0.904,0.938
"No",0.926,0.917
"No",0.934,0.931
"No",0.936,0.942
"Yes",0.988,0.913
"Yes",0.994,0.981
"No",0.919,0.98
"No",0.93,0.932
"Yes",1.001,0.953
"No",0.932,0.971
"Yes",0.984,0.951
"Yes",0.967,0.944
"No",0.919,0.98
"No",0.959,0.922
"No",0.947,0.941
"No",0.939,0.969
"No",0.955,0.955
"No",0.905,0.948
"Yes",0.971,0.978
"No",0.918,0.993
"No",0.936,0.965
"Yes",0.963,0.989
"No",0.958,0.91
"No",0.916,0.926
"No",0.917,0.911
"No",0.94,0.963
"No",0.917,0.902
"No",0.957,0.968
"No",0.915,0.952
"No",0.928,0.928
"Yes",0.979,0.989
"No",0.919,0.998
"No",0.921,0.929
"Yes",0.99,0.961
"Yes",0.966,0.919
"No",0.9,0.926
"Yes",0.996,0.944
"No",0.927,0.997
"Yes",0.966,0.941
"Yes",0.969,0.981
"Yes",0.961,0.91
"No",0.948,0.943
"Yes",0.971,0.968
"Yes",0.968,0.904
"Yes",0.99,0.988
"No",0.92,0.995
"Yes",0.981,0.985
"Yes",0.978,0.968
"Yes",0.975,0.998
"No",0.904,0.958
"No",0.929,0.943
"Yes",0.986,0.984
"Yes",0.961,0.934
"No",0.948,0.902
"No",0.96,0.947
"Yes",0.974,0.941
"No",0.954,0.963
"No",0.917,0.985
"No",0.924,0.998
"No",0.938,1.001
"Yes",0.962,0.938
"No",0.909,0.992
"No",0.91,0.937
"No",0.947,0.97
"Yes",0.981,0.986
"Yes",0.973,0.976
"Yes",0.999,0.985
"Yes",0.968,0.986
"Yes",0.984,0.951
"Yes",0.966,0.945
"No",0.958,0.933
"No",0.954,0.999
"Yes",0.996,0.958
"No",0.953,0.993
"Yes",0.977,0.905
"No",0.941,0.94
"Yes",0.994,0.997
"Yes",0.975,0.906
"No",0.955,0.961
"No",0.928,0.985
"No",0.909,0.972
"Yes",0.965,0.996
"Yes",0.971,0.975
"No",0.92,0.963
"Yes",0.961,0.925
"Yes",0.97,0.918
"Yes",0.961,0.908
"No",0.943,0.982
"No",0.939,0.949
"No",0.935,0.929
"No",0.925,0.955
"Yes",0.963,0.946
"Yes",0.994,0.928
"No",0.951,0.953
"Yes",0.962,0.909
"No",0.912,0.981
"Yes",0.994,0.957
"No",0.925,0.933
"Yes",1.001,0.926
"No",0.939,0.97
"Yes",0.994,0.982
"No",0.944,0.991
"Yes",1,0.916
"No",0.905,0.964
"Yes",0.988,0.983
"No",0.917,0.957
"No",0.948,0.964
"No",0.942,0.993
"Yes",0.974,0.932
"Yes",0.98,0.922
"No",0.918,0.984
"Yes",0.966,0.916
"Yes",0.97,0.928
"No",0.943,0.985
"Yes",0.962,0.932
"No",0.913,0.95
"No",0.939,0.922
"Yes",0.983,0.92
"No",0.938,0.999
"No",0.908,0.981
"Yes",0.978,0.963
"Yes",0.98,0.96
"No",0.943,0.976
"No",0.904,0.965
"Yes",0.965,0.964
"Yes",0.972,0.973
"Yes",0.99,0.923
"No",0.935,0.984
"Yes",1,0.996
"No",0.931,0.984
"No",0.901,0.903
"No",0.96,0.937
"Yes",0.979,0.997
"No",0.91,0.96
"No",0.926,0.93
"Yes",0.977,0.946
"No",0.95,0.996
"Yes",0.991,0.994
"Yes",0.976,0.921
