Purchased,Discount,DaytoTravel,NoOfPassange,TravelTime,DOW,TimeOfDay,FreFlyer,ReturnTicket
No,27,18,5,3,Saturday,Evening,No,Yes
YES,23,14,3,4,Saturday,Evening,No,Yes
No,27,18,3,8,Wednesday,Morning,No,No
No,26,13,5,2,Saturday,Overnight,No,Yes
YES,22,11,2,5,Thursday,Afternoon,No,No
YES,29,14,0,3,Monday,Early Morning,Yes,No
YES,24,13,1,3,Wednesday,Forenoon,No,No
YES,26,12,4,2,Tuesday,Early Morning,No,No
No,23,15,4,9,Friday,Afternoon,No,No
YES,21,20,4,3,Saturday,Evening,No,No
No,24,7,2,7,Friday,Afternoon,No,No
YES,37,16,3,7,Sunday,Overnight,No,Yes
No,26,15,1,1,Tuesday,Morning,No,No
No,31,8,1,7,Saturday,Evening,No,Yes
YES,25,17,2,8,Saturday,Evening,No,No
YES,30,9,4,9,Wednesday,Forenoon,No,No
YES,31,3,4,8,Monday,Early Morning,Yes,No
No,25,16,3,7,Thursday,Afternoon,No,No
YES,15,10,1,8,Tuesday,Morning,No,No
No,20,16,4,9,Sunday,Overnight,No,Yes
YES,21,10,3,7,Sunday,Overnight,No,Yes
YES,39,10,5,3,Saturday,Evening,No,No
YES,29,13,2,9,Friday,Afternoon,No,No
YES,29,14,2,2,Monday,Early Morning,Yes,No
YES,17,17,1,9,Monday,Early Morning,No,No
No,27,8,1,7,Thursday,Afternoon,No,No
YES,23,13,1,2,Saturday,Evening,No,No
YES,26,15,3,6,Saturday,Evening,No,Yes
No,28,14,3,7,Sunday,Overnight,No,Yes
YES,25,9,0,1,Wednesday,Forenoon,No,No
No,22,10,3,3,Friday,Afternoon,No,No
YES,17,4,0,5,Sunday,Overnight,No,Yes
YES,35,18,2,2,Monday,Early Morning,Yes,No
YES,17,19,1,9,Friday,Afternoon,No,No
No,26,10,1,5,Tuesday,Morning,No,No
YES,19,9,4,9,Friday,Afternoon,No,No
YES,25,8,3,5,Tuesday,Early Morning,No,No
No,21,19,3,10,Wednesday,Morning,No,No
YES,23,12,0,2,Sunday,Overnight,No,Yes
No,20,3,1,3,Saturday,Evening,No,No
YES,25,1,3,8,Monday,Early Morning,Yes,No
YES,25,5,0,2,Saturday,Evening,No,No
YES,22,15,1,6,Monday,Early Morning,Yes,No
YES,28,11,0,8,Monday,Early Morning,Yes,No
YES,30,7,5,1,Monday,Early Morning,Yes,No
YES,16,1,3,4,Saturday,Evening,No,Yes
No,24,16,4,10,Friday,Evening,No,No
YES,28,10,5,6,Monday,Early Morning,Yes,No
YES,28,4,2,1,Saturday,Evening,No,No
No,26,3,0,10,Saturday,Overnight,No,Yes
YES,31,4,2,7,Thursday,Forenoon,No,No
YES,21,3,1,3,Thursday,Afternoon,No,No
YES,29,3,5,6,Thursday,Forenoon,No,No
No,25,6,3,5,Sunday,Overnight,No,Yes
YES,30,19,1,9,Saturday,Evening,No,No
No,27,14,3,3,Wednesday,Morning,No,No
YES,22,6,3,5,Sunday,Overnight,No,Yes
YES,21,15,4,2,Thursday,Afternoon,No,No
YES,23,5,3,3,Tuesday,Morning,No,No
YES,18,10,4,8,Tuesday,Early Morning,No,No
YES,29,7,1,3,Monday,Early Morning,Yes,No
No,27,7,3,2,Tuesday,Morning,No,No
YES,24,5,1,2,Thursday,Forenoon,No,No
YES,18,8,2,3,Sunday,Overnight,No,Yes
YES,25,3,1,9,Saturday,Evening,No,Yes
YES,32,7,2,2,Friday,Afternoon,No,No
YES,21,15,4,4,Wednesday,Morning,No,No
YES,28,16,2,6,Sunday,Overnight,No,Yes
No,16,5,1,10,Saturday,Evening,No,No
YES,29,6,1,5,Thursday,Afternoon,No,No
YES,25,11,0,3,Saturday,Evening,No,No
No,24,7,5,7,Sunday,Overnight,No,Yes
YES,27,11,3,6,Thursday,Forenoon,No,No
No,25,1,2,9,Thursday,Forenoon,No,No
No,21,5,2,2,Wednesday,Forenoon,No,No
No,35,7,1,3,Sunday,Overnight,No,Yes
No,20,6,3,7,Tuesday,Morning,No,No
YES,26,8,1,7,Sunday,Overnight,No,Yes
No,26,2,2,1,Wednesday,Forenoon,No,No
No,23,18,4,4,Thursday,Afternoon,No,No
YES,19,6,3,6,Wednesday,Morning,No,No
No,21,8,1,3,Tuesday,Morning,No,No
YES,23,9,2,1,Monday,Early Morning,Yes,No
No,33,5,4,10,Friday,Evening,No,No
YES,24,18,2,6,Friday,Afternoon,No,No
YES,34,7,0,7,Saturday,Evening,No,No
YES,29,18,1,5,Friday,Afternoon,No,No
No,22,5,5,3,Thursday,Afternoon,No,No
YES,22,9,5,8,Thursday,Forenoon,No,No
No,30,14,2,6,Wednesday,Forenoon,No,No
YES,19,10,1,7,Tuesday,Morning,No,No
No,26,11,1,5,Tuesday,Morning,No,No
No,23,20,3,4,Wednesday,Morning,No,No
No,19,11,5,8,Saturday,Evening,No,Yes
YES,29,19,3,3,Monday,Early Morning,Yes,No
No,24,8,1,2,Tuesday,Morning,No,No
No,16,5,4,8,Saturday,Evening,No,No
No,29,6,3,8,Sunday,Overnight,No,Yes
YES,24,9,2,2,Friday,Afternoon,No,No
YES,31,2,4,7,Thursday,Afternoon,No,No
No,29,2,4,3,Saturday,Evening,No,No
No,34,3,4,9,Monday,Early Morning,No,No
YES,19,19,1,2,Thursday,Forenoon,No,No
YES,33,2,2,7,Saturday,Evening,No,No
YES,28,19,3,8,Saturday,Evening,No,No
No,18,5,1,9,Thursday,Forenoon,No,No
No,21,10,0,5,Saturday,Evening,No,Yes
YES,25,20,2,4,Saturday,Evening,No,No
No,20,6,2,2,Tuesday,Early Morning,No,No
YES,27,18,2,3,Monday,Early Morning,Yes,No
YES,13,8,4,9,Wednesday,Morning,No,No
No,30,5,4,7,Tuesday,Morning,No,No
No,28,7,4,7,Tuesday,Early Morning,No,No
YES,23,7,1,10,Monday,Early Morning,Yes,No
No,22,11,3,4,Thursday,Forenoon,No,No
No,20,12,1,8,Sunday,Overnight,No,Yes
YES,23,5,0,8,Thursday,Afternoon,No,No
YES,19,7,1,3,Tuesday,Morning,No,No
YES,20,16,1,3,Saturday,Evening,No,No
No,26,2,4,5,Saturday,Evening,No,No
No,27,17,5,6,Tuesday,Morning,No,No
No,28,7,2,7,Wednesday,Forenoon,No,No
No,21,6,4,2,Wednesday,Forenoon,No,No
YES,22,5,4,7,Saturday,Overnight,No,Yes
YES,22,18,2,6,Tuesday,Early Morning,No,No
YES,26,9,4,3,Monday,Early Morning,Yes,No
YES,18,9,2,2,Sunday,Overnight,No,Yes
YES,10,4,3,3,Tuesday,Morning,No,No
YES,18,10,2,4,Saturday,Evening,No,No
YES,22,15,3,8,Saturday,Evening,No,Yes
YES,24,2,1,9,Monday,Early Morning,Yes,No
YES,20,16,1,6,Thursday,Forenoon,No,No
No,16,2,2,5,Wednesday,Forenoon,No,No
No,26,4,2,5,Wednesday,Forenoon,No,No
YES,31,18,4,2,Wednesday,Forenoon,No,No
YES,28,9,2,2,Saturday,Evening,No,Yes
YES,36,18,1,5,Thursday,Forenoon,No,No
YES,21,14,4,7,Sunday,Overnight,No,Yes
YES,30,8,3,2,Thursday,Forenoon,No,No
YES,21,18,3,4,Friday,Evening,No,No
YES,18,15,2,6,Thursday,Forenoon,No,No
No,26,13,5,4,Wednesday,Forenoon,No,No
YES,26,15,0,9,Friday,Afternoon,No,No
No,23,4,2,3,Tuesday,Morning,No,No
YES,17,1,1,8,Saturday,Evening,No,No
No,31,19,5,2,Tuesday,Morning,No,No
No,19,4,0,7,Friday,Evening,No,No
YES,23,4,1,9,Tuesday,Morning,No,No
YES,21,15,5,8,Sunday,Overnight,No,Yes
YES,20,19,3,2,Thursday,Afternoon,No,No
No,28,4,3,9,Tuesday,Morning,No,No
No,29,5,2,7,Wednesday,Forenoon,No,No
YES,33,5,4,10,Monday,Early Morning,No,No
No,28,16,4,7,Saturday,Evening,No,Yes
YES,34,7,0,8,Monday,Early Morning,Yes,No
YES,34,7,1,9,Saturday,Evening,No,No
No,26,16,1,1,Wednesday,Forenoon,No,No
No,23,17,2,8,Tuesday,Morning,No,No
YES,30,16,2,4,Thursday,Afternoon,No,No
No,16,18,3,1,Sunday,Overnight,No,Yes
YES,31,16,4,7,Friday,Afternoon,No,No
YES,27,6,3,8,Tuesday,Morning,No,No
YES,20,14,5,3,Sunday,Overnight,No,Yes
No,28,17,3,9,Saturday,Evening,No,No
YES,35,19,2,2,Monday,Early Morning,Yes,No
YES,25,9,4,5,Tuesday,Morning,No,No
No,23,2,3,2,Saturday,Evening,No,Yes
YES,22,4,2,3,Monday,Early Morning,Yes,No
YES,34,3,3,2,Tuesday,Morning,No,No
YES,24,15,4,8,Sunday,Overnight,No,Yes
No,25,7,3,3,Tuesday,Morning,No,No
YES,31,13,1,2,Saturday,Evening,No,Yes
No,24,19,2,8,Sunday,Overnight,No,Yes
YES,22,18,4,7,Friday,Afternoon,No,No
YES,34,18,4,10,Monday,Early Morning,Yes,No
YES,23,9,3,5,Thursday,Afternoon,No,No
YES,22,6,0,4,Sunday,Overnight,No,Yes
YES,23,17,2,6,Monday,Early Morning,Yes,No
No,13,6,5,4,Saturday,Overnight,No,Yes
YES,29,7,3,8,Tuesday,Morning,No,No
YES,28,13,2,3,Friday,Evening,No,No
YES,20,8,0,6,Friday,Afternoon,No,No
YES,18,11,2,7,Tuesday,Morning,No,No
YES,24,2,5,2,Saturday,Evening,No,Yes
No,24,7,4,6,Wednesday,Morning,No,No
No,26,5,3,5,Sunday,Overnight,No,Yes
No,21,3,1,7,Tuesday,Morning,No,No
No,36,13,2,8,Saturday,Evening,No,Yes
YES,20,17,2,4,Sunday,Overnight,No,Yes
No,24,8,2,3,Wednesday,Forenoon,No,No
YES,30,10,1,7,Monday,Early Morning,No,No
YES,29,4,1,5,Friday,Evening,No,No
YES,30,1,3,2,Monday,Early Morning,No,No
YES,27,4,0,7,Friday,Afternoon,No,No
YES,30,14,3,6,Sunday,Overnight,No,Yes
YES,18,2,0,1,Thursday,Afternoon,No,No
YES,28,19,0,6,Friday,Afternoon,No,No
YES,31,18,3,9,Monday,Early Morning,No,No
YES,27,3,2,3,Friday,Afternoon,No,No
YES,25,13,1,9,Saturday,Evening,No,No
YES,29,7,5,7,Friday,Afternoon,No,No
No,18,12,1,6,Wednesday,Forenoon,No,No
YES,21,8,3,3,Thursday,Afternoon,No,No
YES,22,7,2,5,Monday,Early Morning,No,No
No,25,14,3,2,Wednesday,Forenoon,No,No
YES,22,11,2,6,Wednesday,Forenoon,No,No
YES,20,10,2,6,Monday,Early Morning,Yes,No
YES,25,9,0,8,Sunday,Overnight,No,Yes
No,25,18,1,7,Sunday,Overnight,No,Yes
No,22,16,3,8,Saturday,Evening,No,No
YES,28,7,4,3,Monday,Early Morning,No,No
YES,26,5,3,5,Friday,Afternoon,No,No
No,26,9,0,9,Friday,Afternoon,No,No
YES,25,14,4,6,Tuesday,Morning,No,No
YES,27,13,1,1,Friday,Evening,No,No
No,17,1,2,3,Tuesday,Morning,No,No
YES,32,14,2,6,Thursday,Afternoon,No,No
YES,21,11,1,7,Monday,Early Morning,No,No
YES,31,4,5,7,Friday,Evening,No,No
No,18,15,5,2,Friday,Afternoon,No,No
YES,21,13,2,8,Monday,Early Morning,Yes,No
YES,21,7,0,6,Thursday,Afternoon,No,No
No,21,18,2,5,Friday,Evening,No,No
No,23,1,2,7,Friday,Afternoon,No,No
No,18,15,4,7,Wednesday,Morning,No,No
No,28,6,0,6,Friday,Evening,No,No
No,23,8,0,3,Wednesday,Morning,No,No
YES,30,17,4,1,Thursday,Afternoon,No,No
YES,25,2,0,9,Monday,Early Morning,Yes,No
No,24,3,1,6,Thursday,Afternoon,No,No
No,30,15,5,5,Wednesday,Forenoon,No,No
No,21,11,2,6,Tuesday,Morning,No,No
No,27,19,1,2,Thursday,Afternoon,No,No
YES,31,17,0,9,Saturday,Evening,No,Yes
YES,22,6,4,2,Saturday,Evening,No,No
YES,18,3,2,2,Sunday,Overnight,No,Yes
YES,26,6,3,2,Monday,Early Morning,Yes,No
YES,20,11,4,7,Tuesday,Morning,No,No
YES,28,4,2,2,Saturday,Evening,No,Yes
YES,31,12,5,3,Thursday,Forenoon,No,No
No,25,10,3,4,Thursday,Forenoon,No,No
YES,24,13,0,9,Thursday,Afternoon,No,No
No,27,5,2,6,Saturday,Evening,No,Yes
YES,28,7,5,8,Saturday,Evening,No,Yes
No,26,10,3,2,Tuesday,Morning,No,No
YES,24,2,3,8,Sunday,Overnight,No,Yes
YES,28,18,3,4,Tuesday,Morning,No,No
YES,21,5,4,6,Thursday,Afternoon,No,No
YES,26,20,2,2,Saturday,Evening,No,No
YES,20,9,2,4,Friday,Afternoon,No,No
YES,27,9,2,7,Saturday,Evening,No,No
No,19,16,2,2,Wednesday,Forenoon,No,No
YES,21,16,4,6,Sunday,Overnight,No,Yes
YES,35,4,1,8,Saturday,Evening,No,No
No,34,11,5,6,Tuesday,Morning,No,No
No,13,16,1,3,Wednesday,Forenoon,No,No
YES,32,2,0,5,Tuesday,Morning,No,No
No,23,5,0,2,Wednesday,Forenoon,No,No
YES,23,4,3,4,Wednesday,Forenoon,No,No
No,27,1,3,9,Friday,Evening,No,No
YES,24,13,3,5,Saturday,Evening,No,No
No,27,4,0,4,Wednesday,Morning,No,No
YES,25,19,1,7,Thursday,Forenoon,No,No
No,35,1,4,9,Monday,Early Morning,Yes,No
No,21,13,2,9,Tuesday,Morning,No,No
No,27,2,3,4,Tuesday,Morning,No,No
YES,23,15,3,3,Friday,Evening,No,No
YES,21,12,5,5,Tuesday,Morning,No,No
YES,18,5,2,3,Tuesday,Early Morning,No,No
YES,21,4,4,2,Friday,Afternoon,No,No
YES,28,8,1,5,Sunday,Overnight,No,Yes
YES,30,11,4,4,Friday,Afternoon,No,No
No,23,17,1,9,Friday,Afternoon,No,No
No,31,2,3,5,Tuesday,Morning,No,No
No,16,14,5,3,Tuesday,Morning,No,No
YES,21,5,3,5,Thursday,Forenoon,No,No
No,26,6,3,7,Thursday,Afternoon,No,No
No,30,9,3,5,Wednesday,Morning,No,No
YES,29,13,1,8,Thursday,Forenoon,No,No
YES,18,12,5,6,Monday,Early Morning,Yes,No
YES,21,10,5,9,Wednesday,Forenoon,No,No
YES,26,9,4,2,Wednesday,Forenoon,No,No
No,27,3,5,6,Thursday,Afternoon,No,No
No,24,5,1,5,Sunday,Overnight,No,Yes
YES,35,6,1,9,Sunday,Overnight,No,Yes
No,28,4,2,7,Sunday,Overnight,No,Yes
No,23,5,5,2,Tuesday,Morning,No,No
No,8,2,2,8,Wednesday,Forenoon,No,No
No,23,11,4,1,Sunday,Overnight,No,Yes
YES,22,6,3,8,Sunday,Overnight,No,Yes
YES,25,1,4,10,Saturday,Overnight,No,Yes
No,27,6,2,9,Tuesday,Morning,No,No
YES,17,8,2,3,Saturday,Evening,No,Yes
No,32,5,2,8,Friday,Evening,No,No
YES,24,17,2,4,Saturday,Evening,No,No
YES,22,18,3,6,Wednesday,Forenoon,No,No
No,25,15,4,2,Saturday,Evening,No,No
YES,20,15,4,3,Sunday,Overnight,No,Yes
YES,26,7,1,9,Monday,Early Morning,No,No
No,18,18,4,2,Saturday,Evening,No,No
No,22,12,2,10,Wednesday,Forenoon,No,No
YES,31,13,3,9,Thursday,Forenoon,No,No
No,32,9,3,1,Thursday,Forenoon,No,No
YES,24,1,2,6,Wednesday,Forenoon,No,No
YES,34,9,3,4,Saturday,Evening,No,Yes
YES,31,6,1,2,Monday,Early Morning,Yes,No
No,30,16,3,7,Saturday,Evening,No,Yes
YES,21,12,2,7,Monday,Early Morning,No,No
YES,30,10,2,1,Monday,Early Morning,Yes,No
YES,28,6,4,4,Thursday,Forenoon,No,No
YES,22,16,2,9,Sunday,Overnight,No,Yes
No,28,18,2,4,Tuesday,Morning,No,No
No,21,5,3,1,Wednesday,Forenoon,No,No
YES,27,10,4,1,Friday,Afternoon,No,No
YES,28,13,1,10,Friday,Afternoon,No,No
YES,21,14,2,1,Tuesday,Morning,No,No
YES,31,1,4,7,Sunday,Overnight,No,Yes
YES,29,20,3,5,Tuesday,Morning,No,No
YES,32,17,2,8,Monday,Early Morning,Yes,No
YES,21,12,0,2,Friday,Afternoon,No,No
YES,20,15,4,8,Tuesday,Morning,No,No
No,27,13,4,2,Saturday,Evening,No,Yes
No,35,9,0,6,Friday,Afternoon,No,No
No,27,6,3,4,Tuesday,Morning,No,No
No,27,6,0,4,Monday,Early Morning,Yes,No
YES,23,15,1,9,Monday,Early Morning,Yes,No
YES,16,15,2,3,Sunday,Overnight,No,Yes
YES,25,13,4,6,Sunday,Overnight,No,Yes
No,27,11,2,8,Thursday,Forenoon,No,No
YES,30,8,5,5,Tuesday,Morning,No,No
YES,29,19,2,10,Saturday,Evening,No,No
YES,20,3,3,7,Thursday,Afternoon,No,No
YES,17,1,1,4,Friday,Afternoon,No,No
YES,23,5,1,7,Saturday,Evening,No,No
YES,28,6,2,5,Monday,Early Morning,No,No
YES,27,2,3,4,Friday,Afternoon,No,No
No,25,2,5,2,Tuesday,Morning,No,No
No,34,3,2,3,Friday,Afternoon,No,No
YES,35,9,0,9,Thursday,Forenoon,No,No
YES,26,10,2,6,Tuesday,Morning,No,No
YES,26,2,1,3,Sunday,Overnight,No,Yes
No,22,7,2,5,Thursday,Afternoon,No,No
YES,20,20,5,8,Sunday,Overnight,No,Yes
No,25,17,3,6,Thursday,Afternoon,No,No
No,24,16,4,3,Saturday,Evening,No,Yes
No,16,4,3,5,Thursday,Afternoon,No,No
YES,21,3,1,8,Tuesday,Morning,No,No
No,28,8,4,10,Sunday,Overnight,No,Yes
No,23,7,2,6,Saturday,Overnight,No,Yes
YES,17,19,1,6,Sunday,Overnight,No,Yes
YES,32,3,3,6,Monday,Early Morning,Yes,No
YES,28,18,2,5,Monday,Early Morning,No,No
No,21,7,3,2,Tuesday,Morning,No,No
No,22,2,4,6,Wednesday,Forenoon,No,No
YES,22,4,4,9,Saturday,Evening,No,No
No,20,13,4,6,Wednesday,Forenoon,No,No
YES,25,4,1,5,Sunday,Overnight,No,Yes
No,23,6,4,6,Tuesday,Morning,No,No
YES,27,16,5,10,Tuesday,Morning,No,No
YES,27,18,2,2,Sunday,Overnight,No,Yes
No,28,1,5,2,Wednesday,Forenoon,No,No
YES,24,9,2,6,Tuesday,Early Morning,No,No
YES,35,5,2,7,Monday,Early Morning,Yes,No
YES,29,12,4,5,Sunday,Overnight,No,Yes
YES,24,18,1,10,Sunday,Overnight,No,Yes
YES,26,8,4,9,Saturday,Evening,No,No
No,25,11,3,8,Saturday,Evening,No,Yes
YES,22,15,5,6,Sunday,Overnight,No,Yes
YES,24,8,4,10,Monday,Early Morning,Yes,No
No,19,14,2,8,Wednesday,Forenoon,No,No
YES,14,5,2,3,Tuesday,Early Morning,No,No
No,17,16,3,6,Friday,Afternoon,No,No
YES,21,16,0,3,Monday,Early Morning,Yes,No
YES,25,5,3,2,Saturday,Evening,No,No
YES,35,11,5,8,Thursday,Forenoon,No,No
No,27,1,4,2,Thursday,Forenoon,No,No
YES,26,9,1,5,Thursday,Forenoon,No,No
YES,26,10,1,9,Friday,Afternoon,No,No
No,18,2,3,5,Friday,Evening,No,No
No,21,12,3,9,Wednesday,Forenoon,No,No
No,28,16,4,4,Tuesday,Morning,No,No
No,29,19,1,5,Tuesday,Early Morning,No,No
No,15,18,0,5,Tuesday,Morning,No,No
YES,22,3,3,7,Wednesday,Forenoon,No,No
No,21,2,0,3,Friday,Afternoon,No,No
No,23,9,1,8,Wednesday,Forenoon,No,No
No,27,5,4,8,Wednesday,Forenoon,No,No
No,31,15,1,7,Wednesday,Morning,No,No
YES,20,11,4,7,Monday,Early Morning,Yes,No
No,24,18,3,2,Wednesday,Forenoon,No,No
No,27,11,2,6,Thursday,Afternoon,No,No
YES,23,5,5,3,Monday,Early Morning,No,No
YES,22,18,4,4,Thursday,Afternoon,No,No
YES,35,1,2,6,Sunday,Overnight,No,Yes
No,26,5,4,6,Friday,Evening,No,No
No,16,6,2,2,Tuesday,Morning,No,No
YES,25,11,1,8,Monday,Early Morning,No,No
No,19,3,3,10,Wednesday,Morning,No,No
No,26,8,3,5,Saturday,Evening,No,No
YES,23,18,1,3,Sunday,Overnight,No,Yes
No,27,13,0,8,Wednesday,Forenoon,No,No
No,23,9,3,5,Tuesday,Morning,No,No
YES,24,16,0,2,Wednesday,Forenoon,No,No
No,27,14,0,2,Saturday,Evening,No,Yes
No,27,19,1,8,Saturday,Evening,No,No
YES,25,8,1,3,Thursday,Afternoon,No,No
No,24,13,5,4,Friday,Evening,No,No
YES,26,19,4,7,Monday,Early Morning,Yes,No
No,17,9,4,6,Sunday,Overnight,No,Yes
No,28,14,5,1,Saturday,Evening,No,No
No,27,20,4,8,Wednesday,Morning,No,No
YES,20,9,2,3,Monday,Early Morning,Yes,No
No,29,2,0,7,Wednesday,Forenoon,No,No
YES,26,16,1,3,Sunday,Overnight,No,Yes
YES,19,3,5,8,Thursday,Forenoon,No,No
YES,32,18,1,6,Monday,Early Morning,Yes,No
YES,28,11,1,5,Thursday,Forenoon,No,No
YES,26,5,1,7,Friday,Afternoon,No,No
No,32,19,5,4,Saturday,Evening,No,No
YES,21,14,3,3,Saturday,Evening,No,No
No,23,13,2,1,Sunday,Overnight,No,Yes
YES,22,18,0,8,Saturday,Evening,No,No
No,29,8,4,8,Tuesday,Morning,No,No
YES,26,4,3,1,Tuesday,Early Morning,No,No
YES,26,7,3,1,Thursday,Afternoon,No,No
No,36,10,2,6,Thursday,Forenoon,No,No
No,28,12,2,2,Thursday,Forenoon,No,No
YES,32,5,1,5,Monday,Early Morning,Yes,No
YES,26,19,3,8,Wednesday,Forenoon,No,No
YES,24,7,5,4,Wednesday,Forenoon,No,No
YES,23,8,5,7,Saturday,Evening,No,No
No,32,19,2,6,Sunday,Overnight,No,Yes
No,23,9,3,5,Sunday,Overnight,No,Yes
No,18,11,2,2,Tuesday,Morning,No,No
YES,30,11,4,8,Monday,Early Morning,Yes,No
YES,22,17,1,4,Friday,Afternoon,No,No
YES,24,9,1,3,Monday,Early Morning,Yes,No
No,27,4,3,9,Wednesday,Forenoon,No,No
YES,37,11,2,4,Thursday,Forenoon,No,No
YES,19,17,4,10,Monday,Early Morning,Yes,No
YES,27,19,3,3,Sunday,Overnight,No,Yes
YES,19,18,1,5,Friday,Afternoon,No,No
YES,19,1,3,10,Friday,Afternoon,No,No
YES,34,12,2,8,Saturday,Evening,No,No
No,27,11,5,2,Saturday,Evening,No,No
No,24,4,3,10,Sunday,Overnight,No,Yes
No,22,20,2,1,Wednesday,Forenoon,No,No
No,24,7,1,9,Saturday,Evening,No,No
No,23,15,1,9,Wednesday,Forenoon,No,No
No,25,19,0,3,Friday,Afternoon,No,No
YES,24,11,2,4,Tuesday,Morning,No,No
No,26,10,4,4,Wednesday,Forenoon,No,No
YES,23,14,2,8,Wednesday,Forenoon,No,No
No,27,8,5,10,Wednesday,Forenoon,No,No
YES,24,18,1,8,Thursday,Afternoon,No,No
No,27,7,2,2,Saturday,Evening,No,Yes
YES,28,11,1,6,Saturday,Evening,No,No
No,30,5,2,10,Thursday,Afternoon,No,No
YES,28,4,1,8,Saturday,Evening,No,Yes
YES,20,20,3,6,Tuesday,Early Morning,No,No
No,24,16,3,6,Thursday,Forenoon,No,No
YES,31,3,4,9,Wednesday,Morning,No,No
No,26,7,3,4,Tuesday,Morning,No,No
YES,17,11,1,9,Monday,Early Morning,No,No
No,27,15,5,8,Wednesday,Forenoon,No,No
No,30,6,0,8,Saturday,Evening,No,No
YES,28,4,5,3,Wednesday,Forenoon,No,No
YES,26,10,4,2,Thursday,Afternoon,No,No
No,24,9,2,6,Saturday,Evening,No,Yes
YES,26,2,1,2,Sunday,Overnight,No,Yes
YES,24,15,2,8,Monday,Early Morning,Yes,No
No,33,8,4,10,Saturday,Evening,No,Yes
YES,24,3,5,6,Thursday,Forenoon,No,No
YES,25,17,3,9,Wednesday,Forenoon,No,No
YES,25,2,2,2,Friday,Afternoon,No,No
YES,32,6,4,1,Friday,Afternoon,No,No
No,26,16,0,2,Friday,Afternoon,No,No
No,24,7,3,2,Tuesday,Morning,No,No
YES,28,2,2,9,Saturday,Evening,No,Yes
YES,21,12,0,4,Sunday,Overnight,No,Yes
YES,29,10,1,8,Thursday,Forenoon,No,No
No,27,20,2,3,Thursday,Afternoon,No,No
YES,22,11,0,6,Thursday,Afternoon,No,No
YES,27,15,4,6,Friday,Afternoon,No,No
No,31,15,4,9,Tuesday,Morning,No,No
No,27,12,5,9,Wednesday,Forenoon,No,No
YES,25,3,2,5,Monday,Early Morning,No,No
No,34,6,2,4,Tuesday,Morning,No,No
No,23,9,1,2,Tuesday,Morning,No,No
YES,22,9,3,10,Saturday,Evening,No,Yes
YES,20,11,3,8,Thursday,Forenoon,No,No
No,42,8,5,9,Saturday,Overnight,No,Yes
No,30,9,4,4,Saturday,Overnight,No,Yes
No,27,19,3,5,Wednesday,Forenoon,No,No
No,23,20,0,3,Thursday,Afternoon,No,No
No,28,5,2,5,Friday,Evening,No,No
No,20,5,1,10,Saturday,Evening,No,Yes
YES,34,3,1,9,Monday,Early Morning,No,No
YES,17,14,3,5,Friday,Afternoon,No,No
YES,30,18,1,4,Saturday,Evening,No,No
No,20,10,3,10,Saturday,Evening,No,Yes
YES,25,12,0,10,Friday,Afternoon,No,No
No,28,8,5,1,Tuesday,Morning,No,No
No,23,10,2,5,Wednesday,Forenoon,No,No
No,23,7,4,6,Thursday,Afternoon,No,No
No,16,12,3,5,Tuesday,Morning,No,No
YES,20,20,3,5,Sunday,Overnight,No,Yes
YES,26,5,4,9,Sunday,Overnight,No,Yes
No,24,18,3,6,Sunday,Overnight,No,Yes
No,24,17,1,4,Tuesday,Morning,No,No
YES,19,8,3,1,Sunday,Overnight,No,Yes
YES,34,16,3,6,Sunday,Overnight,No,Yes
YES,36,20,3,3,Monday,Early Morning,Yes,No
YES,27,10,4,6,Saturday,Overnight,No,Yes
No,21,7,0,3,Wednesday,Forenoon,No,No
No,33,15,2,1,Tuesday,Early Morning,No,No
No,12,4,3,3,Thursday,Afternoon,No,No
No,24,9,0,3,Sunday,Overnight,No,Yes
YES,26,14,0,8,Monday,Early Morning,Yes,No
YES,24,3,1,5,Monday,Early Morning,Yes,No
No,21,4,4,5,Wednesday,Forenoon,No,No
No,25,16,1,6,Friday,Evening,No,No
No,31,19,4,7,Tuesday,Morning,No,No
No,26,7,1,7,Sunday,Overnight,No,Yes
YES,28,4,2,6,Tuesday,Early Morning,No,No
YES,31,12,5,2,Sunday,Overnight,No,Yes
YES,24,12,4,6,Friday,Afternoon,No,No
YES,24,19,2,7,Thursday,Afternoon,No,No
YES,20,16,4,6,Sunday,Overnight,No,Yes
No,28,1,3,6,Friday,Evening,No,No
YES,22,16,3,8,Sunday,Overnight,No,Yes
YES,29,3,3,9,Friday,Afternoon,No,No
YES,15,3,3,6,Sunday,Overnight,No,Yes
No,25,16,2,1,Sunday,Overnight,No,Yes
YES,19,15,1,7,Sunday,Overnight,No,Yes
No,28,11,3,8,Friday,Evening,No,No
YES,22,20,1,6,Monday,Early Morning,Yes,No
No,29,2,3,7,Tuesday,Morning,No,No
No,32,15,4,10,Wednesday,Morning,No,No
YES,26,8,1,8,Monday,Early Morning,Yes,No
YES,22,16,1,2,Thursday,Afternoon,No,No
No,31,2,4,6,Sunday,Overnight,No,Yes
YES,15,19,0,6,Friday,Afternoon,No,No
No,17,4,1,1,Tuesday,Morning,No,No
No,29,10,2,10,Wednesday,Forenoon,No,No
YES,29,19,0,9,Thursday,Afternoon,No,No
YES,18,15,1,3,Thursday,Afternoon,No,No
YES,31,15,4,10,Tuesday,Morning,No,No
No,24,10,2,5,Tuesday,Morning,No,No
